, P300S01_51
Muestra, 52
Coef_erp, 17.333333333333332
nohit_precision, 0.8316666666666667
nohit_recall, 0.998
nohit_f1_score, 0.9072727272727272
nohit_support, 1000
hit_precision, 0.5
hit_recall, 0.00980392156862745
hit_f1_score, 0.019230769230769232
hit_support, 204
