, P300S01_181
Muestra, 182
Coef_erp, 182
nohit_precision, 0.8316582914572864
nohit_recall, 0.993
nohit_f1_score, 0.9051959890610756
nohit_support, 1000
hit_precision, 0.3
hit_recall, 0.014705882352941176
hit_f1_score, 0.028037383177570093
hit_support, 204
