, P300S01_89
Muestra, 90
Coef_erp, 90
nohit_precision, 0.8355932203389831
nohit_recall, 0.986
nohit_f1_score, 0.9045871559633027
nohit_support, 1000
hit_precision, 0.4166666666666667
hit_recall, 0.049019607843137254
hit_f1_score, 0.08771929824561403
hit_support, 204
