, P300S01_85
Muestra, 86
Coef_erp, 86
nohit_precision, 0.8347386172006745
nohit_recall, 0.99
nohit_f1_score, 0.9057639524245197
nohit_support, 1000
hit_precision, 0.4444444444444444
hit_recall, 0.0392156862745098
hit_f1_score, 0.07207207207207207
hit_support, 204
