, P300S01_205
Muestra, 206
Coef_erp, 206
nohit_precision, 0.8302828618968386
nohit_recall, 0.998
nohit_f1_score, 0.9064486830154406
nohit_support, 1000
hit_precision, 0.0
hit_recall, 0.0
hit_f1_score, 0.0
hit_support, 204
