, P300S01_144
Muestra, 145
Coef_erp, 145
nohit_precision, 0.8650088809946714
nohit_recall, 0.974
nohit_f1_score, 0.9162746942615241
nohit_support, 1000
hit_precision, 0.6666666666666666
hit_recall, 0.2549019607843137
hit_f1_score, 0.36879432624113473
hit_support, 204
