, P300S01_91
Muestra, 92
Coef_erp, 92
nohit_precision, 0.838599487617421
nohit_recall, 0.982
nohit_f1_score, 0.9046522339935513
nohit_support, 1000
hit_precision, 0.45454545454545453
hit_recall, 0.07352941176470588
hit_f1_score, 0.12658227848101267
hit_support, 204
