, P300S01_142
Muestra, 143
Coef_erp, 143
nohit_precision, 0.8665480427046264
nohit_recall, 0.974
nohit_f1_score, 0.9171374764595104
nohit_support, 1000
hit_precision, 0.675
hit_recall, 0.2647058823529412
hit_f1_score, 0.38028169014084506
hit_support, 204
