, P300S01_80
Muestra, 81
Coef_erp, 81
nohit_precision, 0.832913518052057
nohit_recall, 0.992
nohit_f1_score, 0.9055225924235508
nohit_support, 1000
hit_precision, 0.38461538461538464
hit_recall, 0.024509803921568627
hit_f1_score, 0.04608294930875576
hit_support, 204
