, P300S01_123
Muestra, 124
Coef_erp, 124
nohit_precision, 0.8695263628239499
nohit_recall, 0.973
nohit_f1_score, 0.9183577159037282
nohit_support, 1000
hit_precision, 0.6823529411764706
hit_recall, 0.28431372549019607
hit_f1_score, 0.4013840830449827
hit_support, 204
