, P300S01_190
Muestra, 191
Coef_erp, 191
nohit_precision, 0.830550918196995
nohit_recall, 0.995
nohit_f1_score, 0.905368516833485
nohit_support, 1000
hit_precision, 0.16666666666666666
hit_recall, 0.004901960784313725
hit_f1_score, 0.009523809523809523
hit_support, 204
