, P300S01_84
Muestra, 85
Coef_erp, 85
nohit_precision, 0.8340353833192923
nohit_recall, 0.99
nohit_f1_score, 0.9053497942386831
nohit_support, 1000
hit_precision, 0.4117647058823529
hit_recall, 0.03431372549019608
hit_f1_score, 0.06334841628959277
hit_support, 204
