, P300S01_108
Muestra, 109
Coef_erp, 109
nohit_precision, 0.861184792219275
nohit_recall, 0.974
nohit_f1_score, 0.9141248240262788
nohit_support, 1000
hit_precision, 0.6438356164383562
hit_recall, 0.23039215686274508
hit_f1_score, 0.33935018050541516
hit_support, 204
